2.300000000000000100e-01,1.043434107154243796e-03,1.035176430929938933e-03,1.040009348877875099e-03,1.034871194006911372e-03,1.040412261616271289e-03,1.032311273679120548e-03,1.033821178991696770e-03,1.046828341738310041e-03,1.030085079053839675e-03,1.031566495586933290e-03,1.108028344805330606e-03,1.041751234251952086e-03,1.043157359010698842e-03,1.108296953297594877e-03,1.023058525085746018e-03,1.016300579609916198e-03,1.017515422563565822e-03,1.029346405700113038e-03,1.017077916307226404e-03,1.024149238357364251e-03,1.029531582766749767e-03,1.016231392574029960e-03,1.020791632204061513e-03,1.031328410786971905e-03,1.172506592425666926e-03,1.110639137953626241e-03,1.060108182802827924e-03,1.127416994156039617e-03,1.064627724176455846e-03,1.075779046431061484e-03,1.061925359951251986e-03,1.075127874328602948e-03,1.049974316958313938e-03,1.059660501982387544e-03,6.744061265657493379e-03,7.769376509060823589e-03,2.998647531822496229e-02,2.050389899063929100e-01,1.801060231905502462e-01,1.277691236100955263e-03,1.063671315150969314e-03,1.131598740001517030e-03,7.434749340171378090e-03,1.226498934283597447e-03,1.208921357342851877e-03,1.145515508778752146e-03,1.167189365226527307e-03,9.492929353540918323e-04,1.062511414843464626e-03,1.147114950255416531e-03,5.657417819679472389e-03,1.051799633758018467e-03,1.041421578375082259e-03
4.799999999999999822e-01,1.043218406395304398e-03,1.035190675319680237e-03,1.040033767831717148e-03,1.034840670314608703e-03,1.040554705513684324e-03,1.032292959463738903e-03,1.033924959545526236e-03,1.045273668343689845e-03,1.031483064161305748e-03,1.035113348632513315e-03,1.111058329994584013e-03,1.074629320687657758e-03,1.052383653737411261e-03,1.120901203305811958e-03,1.873177949235371200e-04,4.839877349780985234e-04,9.956075511414696176e-04,7.008850226558239896e-04,9.563174544093655353e-04,9.699656146943365972e-04,9.145122054315143849e-04,9.220189988251714782e-04,9.682684974023035834e-04,9.817965978308838132e-04,1.057981698905736175e-03,1.059080551828635308e-03,1.061949778905094035e-03,1.072120273180371527e-03,1.057892162741648013e-03,1.061601808812842780e-03,1.045863793061543043e-03,1.083405899681109518e-03,1.054426706208875467e-03,1.059436661572167463e-03,5.437647235099647529e-03,6.319908107244072946e-03,3.424671589082793621e-02,1.194599478121374514e-01,8.831828911432504370e-02,1.216474953731373114e-03,1.057684601633989514e-03,1.147074251999012683e-03,6.688392155635733069e-03,1.152244965475099142e-03,1.196433097365385287e-03,1.128686779755834176e-03,1.116955507347476085e-03,9.608960082547785171e-04,1.042732062231280666e-03,1.132870560514131651e-03,4.497517512174842823e-03,1.051799633758018467e-03,1.041421578375082259e-03
-4.000000000000000083e-02,1.043849229369561227e-03,1.034806076796665475e-03,1.040137548385546397e-03,1.035158116714557505e-03,1.039868939893282343e-03,1.032358076673984800e-03,1.034352291237764692e-03,1.046657409061414615e-03,1.029995542889751729e-03,1.029999612715392070e-03,1.015358414974171187e-03,8.566026563947304892e-04,1.037443323811623437e-03,1.221157288130615562e-03,1.012399651733624515e-03,1.029372859566775582e-03,1.021041926480943923e-03,1.024639652347028541e-03,1.025897228469902075e-03,1.024660001475230465e-03,1.027435622561960905e-03,1.033021458253364578e-03,1.029045238602726035e-03,1.031458645207463699e-03,1.058402925859514227e-03,1.078320652543470880e-03,1.063821898699663033e-03,1.091067346449100780e-03,1.094636583535702791e-03,1.064566676791850290e-03,1.045444601020585271e-03,1.081173600317368241e-03,1.053547623870556074e-03,1.055454337183068299e-03,9.279556534867752088e-03,1.163936760574746029e-02,1.748856781907795130e-02,1.000000000000000000e+00,9.559696532148781456e-01,1.530879159013834399e-03,1.096952314325071610e-03,1.125219288310241351e-03,9.311466002801048469e-03,1.272502208409487159e-03,1.467711395249696052e-03,1.191646982412313590e-03,1.725772934366914986e-03,1.410481507094853626e-03,1.038165717862788709e-03,1.231889418344263645e-03,2.645746845807801870e-03,1.051799633758018467e-03,1.041421578375082259e-03
-8.499999999999999778e-01,1.041598615790438305e-03,1.038961368775480343e-03,1.037978505883331700e-03,1.036120630478504223e-03,1.038220660508933644e-03,1.033275822355887545e-03,1.033035702643105881e-03,1.046665548712695515e-03,1.029757458089790127e-03,1.029958914458988222e-03,1.082919555517085786e-03,1.001848628760972602e-03,1.037669199134663798e-03,1.095802588581667883e-03,1.027042884387665460e-03,1.021776530009030218e-03,1.003527431837624188e-03,1.032280749986817878e-03,1.011850225272174948e-03,1.009072569272624446e-03,1.029981298500010425e-03,1.028687093946373601e-03,1.025815831957094595e-03,1.030237697515353455e-03,1.194282194514451273e-03,1.124421602484729438e-03,1.060564003274549203e-03,1.161676786396650214e-03,1.120927657172474286e-03,1.059129389736319623e-03,1.064114926145769352e-03,1.067794048524661451e-03,1.048210047543214748e-03,1.051978706086194792e-03,8.770830364734680251e-03,1.097006443006088607e-02,1.663792338742071941e-02,7.616540800254373300e-01,7.452664346355966085e-01,1.487047136867080625e-03,1.048490865512400044e-03,1.103952414426502939e-03,8.700454939761452511e-03,1.385924179180878435e-03,1.315318809058969342e-03,1.182204986926661990e-03,1.266039325292584155e-03,9.371404359919556894e-04,1.006313227488455373e-03,1.185473056915876565e-03,2.686445102211473205e-03,1.043252999913247625e-03,1.033485418376366540e-03
-9.000000000000000222e-01,1.041590476139157622e-03,1.038969508426761026e-03,1.037972401144871080e-03,1.036122665391324285e-03,1.038206416119192340e-03,1.033271752530247204e-03,1.033037737555925943e-03,1.046663513799875236e-03,1.029751353351329723e-03,1.029958914458988222e-03,1.057511634044273809e-03,9.894051368655502020e-04,1.039360211688236408e-03,1.090637979844042045e-03,1.026682704818492747e-03,1.021082624737347554e-03,1.001877117540455209e-03,1.032264470684256296e-03,1.010525497026235455e-03,1.007758015590785698e-03,1.029916181289764528e-03,1.028292320859258095e-03,1.025537048900729362e-03,1.030137986787164547e-03,1.171350761943802795e-03,1.112517362486655642e-03,1.059697130413151051e-03,1.143578271773937468e-03,1.108805681502640812e-03,1.058602347315892259e-03,1.060871275110396826e-03,1.067407415088826410e-03,1.048014695912477057e-03,1.051872890619545047e-03,9.100486241604416673e-03,1.134863554130219505e-02,1.717975148439971483e-02,8.319096832270748143e-01,7.996139481422490647e-01,1.496908324393689997e-03,1.084069281260489513e-03,1.117653482444798873e-03,8.985890126135780490e-03,1.258371773786132707e-03,1.419591811790815554e-03,1.180186353409039832e-03,1.184233795008384892e-03,8.431437430020364979e-04,1.007607432042092197e-03,1.185289914762060115e-03,2.482953820193116966e-03,1.043863473759302747e-03,1.032874944530311418e-03
1.070000000000000062e+00,1.043480910149108265e-03,1.035194745145320578e-03,1.040050047134278514e-03,1.034885438396652675e-03,1.040426506006012592e-03,1.032266505597076358e-03,1.033839493207078415e-03,1.046860900343432989e-03,1.030144091525625168e-03,1.031566495586933290e-03,1.016107262891998786e-03,1.078735774758788311e-03,1.006490264903811202e-03,1.094164483761420146e-03,9.545002772609415811e-04,9.845986727842765806e-04,1.021990195855149554e-03,9.982631123718092251e-04,1.015523242912606209e-03,1.020736689557916578e-03,1.019692779281162164e-03,1.025518734685347934e-03,1.025433268346900113e-03,1.029596699976995664e-03,1.058836362290213303e-03,1.060494816238662747e-03,1.062790197899829859e-03,1.074350537631292742e-03,1.059391893490123490e-03,1.062942816361343639e-03,1.045776291810275160e-03,1.086704493362627196e-03,1.053510995439793001e-03,1.060525339930965634e-03,7.877505671586917946e-03,9.215035554078191207e-03,5.084195698184530016e-02,4.784098741100369923e-01,4.405513548262344758e-01,1.351951309647913971e-03,1.074995604995290874e-03,1.137937493436388644e-03,1.025173409979762695e-02,1.264684073354341992e-03,1.275648183629491056e-03,1.165022183073031927e-03,1.183548029387982911e-03,9.203503703126209631e-04,1.012114763938798661e-03,1.186083530761931687e-03,4.945198332615225768e-03,1.051799633758018467e-03,1.041421578375082259e-03
-4.099999999999999756e-01,1.041596580877618026e-03,1.038961368775480343e-03,1.037984610621792321e-03,1.036118595565683944e-03,1.038222695421753706e-03,1.033279892181527887e-03,1.033035702643105881e-03,1.046673688363976198e-03,1.029763562828250748e-03,1.029946704982067198e-03,1.058384611644132582e-03,9.843300642920123095e-04,1.037787224078234568e-03,1.095674389073996152e-03,1.027032709823564498e-03,1.021825367916714749e-03,1.003570165006847882e-03,1.032272610335536979e-03,1.011915342482420845e-03,1.009090883488005875e-03,1.029981298500010425e-03,1.028711512900215867e-03,1.025830076346835899e-03,1.030243802253814076e-03,1.195724947703961536e-03,1.125239637438443276e-03,1.060590457141211531e-03,1.162814302663132699e-03,1.121776215818490793e-03,1.059155843602982167e-03,1.064322487253428285e-03,1.067816432565683220e-03,1.048216152281675369e-03,1.051984810824655196e-03,6.792899173341899674e-03,8.325357424704195666e-03,1.372785357574799435e-02,2.817767448144276043e-01,2.743666016400779228e-01,1.345280865423352252e-03,1.068494058534804518e-03,1.097343017586546775e-03,6.987833646951383676e-03,1.200195651169904711e-03,1.280017141454425043e-03,1.159269484530372953e-03,1.155242392059229600e-03,9.129514272984335689e-04,1.019277657065844949e-03,1.120884924003250375e-03,2.625397717605966203e-03,1.043252999913247625e-03,1.033485418376366540e-03
1.020000000000000018e+00,1.043458526108086062e-03,1.035182535668399554e-03,1.040037837657357489e-03,1.034873228919731651e-03,1.040428540918832655e-03,1.032276680161177320e-03,1.033815074253236150e-03,1.046864970169073331e-03,1.030060660099997626e-03,1.031576670151034252e-03,1.037441288898803375e-03,1.113750519655686911e-03,1.063471893694591499e-03,1.117877322855019171e-03,8.663295396752079434e-04,9.383451043815042424e-04,1.020653258132289036e-03,9.575119482348131263e-04,1.009105127877747178e-03,1.010960968369754593e-03,1.006986783631936113e-03,1.021442804306520050e-03,1.023152131075474305e-03,1.027169048982516696e-03,1.058413100423614972e-03,1.059796841141339959e-03,1.061648611807707032e-03,1.072547604872609982e-03,1.058895374761998579e-03,1.061713729017952929e-03,1.045664371605165011e-03,1.081242787353254480e-03,1.051588002824719410e-03,1.058535195192826083e-03,7.582443312660300770e-03,8.895257144037624006e-03,4.717557519212060152e-02,4.554095170072560150e-01,4.249418255053140636e-01,1.357551389729059164e-03,1.081993670183902141e-03,1.135070301272749979e-03,9.550808378885399658e-03,1.296884533820926583e-03,1.239554934937895248e-03,1.186307371172151985e-03,1.217704041074764041e-03,9.991767882280716290e-04,1.006060898298752684e-03,1.174403131174078189e-03,5.087642230028075439e-03,1.051799633758018467e-03,1.041421578375082259e-03
1.409999999999999920e+00,1.043379164508098861e-03,1.035172361104298592e-03,1.039986964836852896e-03,1.034852879791529944e-03,1.040420401267551972e-03,1.032451682663713304e-03,1.033841528119898694e-03,1.046673688363976198e-03,1.029897867074382883e-03,1.030030136407694740e-03,1.107806539307930587e-03,1.030380141412766491e-03,1.037675303873124419e-03,1.108242010651449942e-03,1.027730684920887287e-03,1.026994046479980929e-03,1.021583213291112806e-03,1.030036241146155360e-03,1.018760789209518115e-03,1.024875702234169864e-03,1.030221418212792089e-03,1.033330765002032480e-03,1.029238555320643447e-03,1.031497308551047052e-03,1.157753474479336327e-03,1.115588045932312464e-03,1.061133778864200477e-03,1.113760694219787873e-03,1.065506806514775022e-03,1.066967873919666713e-03,1.059758177797756390e-03,1.082734378450449057e-03,1.054544731152446020e-03,1.055568292300998511e-03,7.960937097214444355e-03,9.918694162907925466e-03,3.461842324112677366e-02,5.109928819075135742e-01,4.825419802921786516e-01,1.411299542048567463e-03,1.065470178084011732e-03,1.133120854791014277e-03,8.169719152565277018e-03,1.242257299163098891e-03,1.373527490280320286e-03,1.182835809900918819e-03,1.175805186107184604e-03,8.659530808034740816e-04,1.008394943303503148e-03,1.188912059581986999e-03,2.767841615018815440e-03,1.051799633758018467e-03,1.041421578375082259e-03
3.200000000000000067e-01,1.042896890169715471e-03,1.035371782560676624e-03,1.039234047093385172e-03,1.032944131566197656e-03,1.039698007216386917e-03,1.032398774930388431e-03,1.033465069248164616e-03,1.046848690866511748e-03,1.030074904489738929e-03,1.031489168899766369e-03,9.749979540986505790e-04,9.965456459515742871e-04,1.017796240532751334e-03,1.116505791614215426e-03,9.960308130080679483e-04,1.010741197785174636e-03,1.010114444636558148e-03,1.000725356884231421e-03,9.900624137064693592e-04,1.017855253004536610e-03,1.025066984039266996e-03,1.028906864530953558e-03,1.026723403074896379e-03,1.029763562828250748e-03,1.056726157695682920e-03,1.057794486926279167e-03,1.057468900875049899e-03,1.059621838638804192e-03,1.054544731152446020e-03,1.057706985675011284e-03,1.044903314210416387e-03,1.072930168482804465e-03,1.049066745840511938e-03,1.055714806024051671e-03,7.728957035713517054e-03,9.083588325545613115e-03,5.754165918293561305e-02,3.992611463529974758e-01,3.541968094911199794e-01,1.329323079087472775e-03,1.075522647415718454e-03,1.149479518952469881e-03,9.591124071678875859e-03,1.277479605167656206e-03,1.243740750609012569e-03,1.164765784057688897e-03,1.211521975927046550e-03,1.008810065518820579e-03,1.017128789127730998e-03,1.188179490966720766e-03,3.948091050725280673e-03,1.042235543503155755e-03,1.034502874786458193e-03
